id,body,title,last_crawl_date,url
836,"Related. A fortnight after the Arvind Kejriwal-led Aam Aadmi Party (AAP) came to power in Delhi, BJPís prime ministerial candidate Narendra Modi Sunday betrayed unease over its attempt to spread wings outside Delhi in the run up to the Lok Sabha polls by sparing a part of his usual anti-Congress tirade to slam the new partyís attempt to emerge as a national alternative. While he did not name either Kejriwal or AAP in his address at a public rally here, Modi attacked the new party for questioning the BJPís credentials and said that it did not have experience and vision to run the country. He virtually accused the media of exaggerating the AAPís credentials and not looking beyond Delhi. Modi gave the examples of Atal Bihari Vajpayee and Goa Chief Minister Manohar Parrikar ó as well as his own humble origins ó to take a dig at Kejriwal and projected the AAP as a shield for the Congress. ìThere are some who are questioning the BJPís credentials. The Congressís protector is questioning us,î he said. ìBJPís first PM Atal Bihari Vajpayee, despite his long political career, does not own a house of his own. Still our credentials are being questioned, false allegations are being levelled? All BJP workers have been working honestly for the people of this country and will continue to work honestly,î Modi said to counter the AAPís attempt to project itself as an honest party. In fact, he began his speech praising the ìsimplicity, honesty and commitmentî of Parrikar to underline how the BJP always promoted such people. ìOne should know the honesty and simplicity of the chief minister here. Had Manohar Parrikar been in Delhi, the entire country would have known about this educated person who has remained so simple. Unfortunately, he is in Goa. The media cannot look beyond Delhi. There are many such gems across the country,î Modi said. †BJP chief Rajnath Singh too praised Parrikar. Dismissing the AAPís projection in the media, Modi said, ìThe country has to decide whether what looks on the TV are for their good or the visions that has been delivered on ground is for their good.î He said he remained unfazed by the media projection of AAP and expressed confidence that he will emerge the winner. ìI have always lost on TV screens and newspapers, but I have never lost in the hearts of people,î he said. The BJPís prime ministerial candidate then returned to his tirade against the Congress, targeting former environment minister Jayanthi Natarajan and Home Minister Sushil Kumar Shinde in particular. ìFiles (for clearances) used to be held back for money in the Environment Ministry. Then, for the first time we heard, there was something called ëJayanthi Taxí in Delhi. Files in the Environment Ministry would not budge unless ëJayanthi Taxí was paid,î Modi said, accusing the former minister of rent-seeking for environmental clearances to projects. ìAn economy need infrastructure, human resource and raw materials to sustain. If raw materials remain locked and Delhi keeps mum, who will save Goa from ruins.î ìIt is only a matter of few months for those who have suffered. We will protect the environment and also bring transparency in mining to help develop mining,î Modi promised Goa, which according to Parrikar has lost about 25 per cent of the stateís revenue for curbs on mining. He attacked Shinde for ìvote-bank politicsî, referring to his remarks that he had written to the CMs to form panels to review terror cases involving Muslim youths. ìShouldnít each criminal be treated on a par? But look at the audacity of the Home Minister. For vote-bank politics, he has written (to CMs) cautioning against arrest of Muslims. All innocent, irrespective of religion, should get justice.î ìLaw and order is a state subject and you (Shinde) have no right to give a sermon to states on this count,î Modi said. He swore to strengthen federalism and institutions while accusing the Congress of encroaching upon both. He also backed Parrikarís demand for ìspecial statusî to Goa. Personal attack, says Jayanthi. New Delhi: Hitting back at Narendra Modi, former union minister Jayanthi Natarajan on Sunday said she was targeted since as the environment minister she had stoutly opposed destruction of environment in BJP-ruled Gujarat. ìIt is a targeted personal attack. I totally deny what he says. It is completely baseless. There are major green violations in Gujarat. He was destroying the environment. I was opposed to his destruction of environment,î she said. ìHe is only trying to intimidate me into silence and stop attacking him. But I cannot be and will not be intimidated.î",Modi targets AAP: ëCongís protector is questioning usí | The Indian Express,1/16/14,http://indianexpress.com/article/india/politics/modi-targets-aap-congs-protector-is-questioning-us/
837,"Announcing that he had applied for an AAP ticket from Amethi, Vishwas said: ìI have not come here for a win or loss. My only concern is that when the sons of my daughter ask me 20 years later where I was at the time of Indiaís second revolution for freedom, I can tell them I was on the streets, facing lathis, under the Tricolour, for the revolution.î He added that there was a possibility of him getting killed ìin the next three monthsî. Attacking Rahul, Vishwas said: ìI have come here because Rahulji, the people of Amethi sent you (to Parliament), but in 10 years, you havenít asked a single question and your presence there was minimum. Whenever there was an issue, be it the rape of a six-year-old girl, 2G, Coalgate, Commonwealth Games, we kept waiting for you to speak.î Instead of voting for such ìyuvraj, maharani, rajkumar and maharajasî, Vishwas said, Amethi should free itself of ìthe clutches of dynastyî and this time ìselect a servant and tell him to take their word to Parliamentî. AAP leaders Sanjay Singh and Ilyas Azmi and journalist-turned-politician Ashutosh were present at the rally, which drew around 10,000 people, though the party claimed the crowd numbered around 50,000. A rally to be addressed by Rahul in Amethi on the same ground, two days before Vishwasís, was postponed at the last minute citing waterlogging at the venue. Addressing Sundayís rally, Sanjay Singh too termed the fight ìthe second freedom struggleî and attacked dynasties from Kashmir to Tamil Nadu, while Ashutosh urged people to be ìa part of the revolutionî.†Azmi predicted that Kumar would win by a margin of one lakh votes. ìWish you had asked him (Rahul) why only 20 per cent of Amethiís roads are constructed, why Nehruís 1954 promise of an Unchahar-Salon-Amethi railway line is still a promise, why over 500 villages have to suffer because a bridge in Shankerganj is broken for the last two years,î Vishwas asked in his speech. ìGoing to a Dalitís house and having dinner wonít do, Rahulji. The job of a parliamentarian is to worry if all Dalits are sleeping on full stomachs.î Also attacking Congress president Sonia Gandhi, Vishwas said that when she doesnít trust the sons of India for her treatment and goes to foreign countries, how can the people of Amethi and the country trust her son. Kumar and his cavalcade of about 150 vehicles faced sporadic protests as they drove to Amethi from Lucknow. In Inhona, around 50 Muslim youths showed him black flags. They claimed they didnít belong to any party or organisation and that Vishwas had hurt their sentiments by making derogatory remarks against Hazrat Imam Hussain. At Jagdishpur, ink was thrown at his vehicle while he was at a girlsí college, while later stones were pelted at it. Rickshawpullers queued up ìin supportî of the Congress, while Congress workers at Gauriganj waved flags and asked Vishwas to return. Stones were allegedly also hurled at buses ferrying party workers, damaging panes. Vishwas brought up the issue of attacks again and again in his speech, terming them reflection of the ìfrustrationî of rival parties. ìThey are mistaken if they think that ink and eggs and sticks and stones will scare us,î he said. Calling the protests ìsponsoredî, the AAP leader added: ìWhy they are doing so? Is Amethi a separate country, where I need a passport for visiting?î However, Vishwas added, he was sorry ìif any of my comments have hurt anyoneís sentimentsî. To his own supporters, he instructed, never raise hands in attack and hug people instead. When two more protesters showed black flags at the rally on Amethiís Ramlila ground, Vishwas asked ìthe Congressmenî to be called up on stage ìso that we can hug them and hear them outî. He added that that he would be staying in Amethi and could meet these protesters at a time and place of their choosing, ìaloneî. Tweaking his poem Koi Deewana Kehta Hai, he said he may have been called a ìjokerî, but only a ìjokerî like him could understand the bechaini (worry) of Amethi. He later recited his poem Tiranga. The local representative of Rahul in Amethi, Chandra Kant Dubey, denied that Congressmen were involved in the protests against Vishwas. ìOur party workers are busy celebrating Vivekanand Jayanti and Priyanka (Vadra)ís birthdayÖ None of them was involved in the protests against Vishwas,î PTI quoted him as saying.","Nation calls, join 2nd freedom struggle, Vishwas tells Amethi | The Indian Express",1/16/14,http://indianexpress.com/article/india/politics/nation-calls-join-2nd-freedom-struggle-vishwas-tells-amethi/
838,"Related. With CM Vijay Bahuguna likely to be replaced this month, the fight for the Uttarakhand Chief Ministerís post seems to have narrowed down to Union Minister Harish Rawat and Uttarakhand minister Pritam Singh, though some other names are doing the rounds. Party sources said Rawat is a frontrunner, surprisingly so since the party high command was said to be keen on a younger face, and a neutral leader who could rein in factionalism. Sources said the leadership change would be carried out after the three-day Assembly session which ends on January 16. Rawat ó who lost to Bahuguna in the race for CM in 2012 ó has been in pursuit of the post but the party high command had not been enthusiastic as it was felt it could intensify factionalism in the deeply divided state unit of the party and render the government unstable. Besides, it was in favour of a younger face. Sources said Rawat is being considered a top contender. Party leaders said the Union Water Resources Minister ó who was elected as the first PCC president of Uttarakhand after its formation ó has reportedly pleaded with the leadership that this could be his last shot at the spot and he should be rewarded for his loyalty. A section of the leadership found merit in his argument. Rawat, despite leading the party to victory in 2002 Assembly elections as the PCC chief had to make way for N D Tiwari. He was sidelined again in 2012, when Vijay Bahuguna became CM. After that, Rawat had sulked. He was made a cabinet minister later. Sources said it could be a close fight between Rawat and Pritam Singh although there are others including state Finance Minister†Indira Hridayesh, who are trying to get the post. Hridayesh surprised many by openly staking claim to the top post. Pritam Singh, ironically, belongs to the Rawat camp and sources said he could emerge as a compromise candidate if the anti-Rawat factions refuse to accept him. Pritam Singh, an MLA from Chakrata, is Food and Civil Supplies minister in the Bahuguna cabinet. Sources said MLAs supporting Rawat had been camping in Delhi as also leaders like Hridayesh and Agriculture Minister Harak Singh Rawat. AICC general secretary in charge of Uttarakhand Ambika Soni said, ìWho becomes the chief minister will depend on the MLAsî as ìit is with their support that people become chief ministers and CLP leaders.î The Rawat camp has claimed it has the support of more than half the 32 MLAs.","Rawat, Pritam in race for CM post | The Indian Express",1/16/14,http://indianexpress.com/article/india/politics/rawat-pritam-in-race-for-cm-post/
839,"Related. As BSP chief Mayawati prepares to sound the poll bugle with a rally in Lucknow on January 15, her 58th birthday, her close aide Satish Chandra Misra dismisses the idea of a third front and speculations about a tie-up with the Congress. Excerpts from an interview he gave to D K Singh: There has been a buzz in political circles about the likelihood of a Congress-BSP tie up for the Lok Sabha elections. Is it true? (Laughs) I too have been reading about my meetings with Congress leaders. When I checked my schedule on the day I was supposed to have met Sonia Gandhi, I was in Lucknow at a family function.† Somehow, I donít seem to know about these meetings. How can we have any talks with any party when itís a policy decision of the BSP to go it alone in the elections? We are going to contest all 543 seats. You will perhaps be convinced after hearing behnji on January 15. The Congress does not have minority votes. Muslims are 100 per cent with the BSP and they are going to vote for us. Even the majority community is totally with us. We donít believe in such divisions.†† For five years, we ensured equal participation (in governance) of all castes, classes and communities. We ensured that there was not even a minor skirmish, leave alone 135 communal riots (as) in the past one-and-a-half years. The Congress took no action against the (Samjawadi Party) government (over the Muzaffarnagar riots) though they are in power at the Centre. There is total breakdown of law and order in Uttar Pradesh, but the Congress never considered the option of Presidentís rule. They talk about ISI operations and put a blot on people who are already in tents getting no medicines, no food. The Congress has always had a tacit understanding with the SP. What makes you so confident after you lost the last assembly elections in UP heavily? We did not lose badly. In fact, we got 38 lakh more votes in 2012 than in 2007. In about 100 seats, we lost by less than 2,000 votes. What really worked against us was the fact that both the Congress and the BJP turned out to be zero. How does your party look at the BJPís prime ministerial candidate? And how do you expect the Narendra Modi factor to play out in UP? There are many candidates (for the prime ministerís post) in the BJP and they should first decide it themselves. As for Modi, he will have no impact in UP. The Samajwadi Party has been at the forefront of an attempt to forge a sort of third front ahead of the elections. Why has the BSP stayed out of all this? Third front is a joke. When you donít know who will get how many seats, how can you talk about it? First you see what percentage marks you get in different subjects and only then should you think of choosing science or whatever stream.","ëThird front is a jokeÖ first see marks, then choose streamí | The Indian Express",1/16/14,http://indianexpress.com/article/india/politics/third-front-is-a-joke-first-see-marks-then-choose-stream/
840,"Summary. Related. Launching his Lok Sabha election campaign here at a ëJan Vishwas Rallyí, the Aam Aadmi Partyís (AAP) likely candidate against Congress vice-president Rahul Gandhi, Kumar Vishwas, told Amethi on Sunday to join ìthe revolutionî, adding ìThe nation is calling, come with us, there is nothing left in these (political) families.î Announcing that he had applied for an AAP ticket from Amethi, Vishwas said: ìI have not come here for a win or loss. My only concern is that when the sons of my daughter ask me 20 years later where I was at the time of Indiaís second revolution for freedom, I can tell them I was on the streets, facing lathis, under the Tricolour, for the revolution.î He added that there was a possibility of him getting killed ìin the next three monthsî. Attacking Rahul, Vishwas said: ìI have come here because Rahulji, the people of Amethi sent you (to Parliament), but in 10 years, you havenít asked a single question and your presence there was minimum. Whenever there was an issue, be it the rape of a six-year-old girl, 2G, Coalgate, Commonwealth Games, we kept waiting for you to speak.î Instead of voting for such ìyuvraj, maharani, rajkumar and maharajasî, Vishwas said, Amethi should free itself of ìthe clutches of dynastyî and this time ìselect a servant and tell him to take their word to Parliamentî. AAP leaders Sanjay Singh and Ilyas Azmi and journalist-turned-politician Ashutosh were present at the rally. While Singh too termed the fight ìthe second freedom struggleî and attacked dynasties from Kashmir to Tamil Nadu, Ashutosh urged people to be ìa part of the revolutionî. Azmi ìpredictedî that Kumar would win by a margin of one lakh votes. ìWish you had asked him (Rahul) why only 20 per cent of Amethiís roads are constructed, why Nehruís 1954 promise of an Unchahar-Salon-Amethi railway line is still a promise, why over 500 villages have to suffer because a bridge in Shankerganj is broken for the last two years,î Vishwas asked in his speech. ìGoing to a Dalitís house and having dinner wonít do, Rahulji. The job of a parliamentarian is to worry if all Dalits are sleeping on full stomachs.î Also attacking Congress president Sonia Gandhi, Vishwas said that when she doesnít trust the sons of India for her treatment and goes to foreign countries, how can the people of Amethi and the country trust her son. Kumar and his cavalcade of about 150 vehicles faced sporadic protests as they drove to Amethi from Lucknow. In Inhona, around 50 Muslim youths showed him black flags. They claimed they didnít belong to any party or organisation and that Vishwas had hurt their sentiments by making derogatory remarks against Hazrat Imam Hussain. At Jagdishpur, ink was thrown at his vehicle while he was at a girlsí college, while later stones were pelted at it. Rickshawpullers queued up ìin supportî of the Congress, while Congress workers at Gauriganj waved flags and asked Vishwas to return. Stones were allegedly also hurled at buses ferrying party workers, damaging panes. Vishwas brought up the issue of attacks again and again in his speech, terming them reflection of the ìfrustrationî of rival parties. ìThey are mistaken if they think that ink and eggs and sticks and stones will scare us,î he said. Calling the protests ìsponsoredî, the AAP leader added: ìWhy they are doing so? Is Amethi a separate country where I need a passport for visiting?î However, Vishwas added, he was sorry ìif any of my comments have hurt anyoneís sentimentsî. To his own supporters, he instructed, never raise hands in attack and hug people instead. When two more protesters showed black flags at the rally on Amethiís Ramlila grounds, Vishwas asked ìthe Congressmenî to be called up on stage ìso that we can hug them and hear them outî. He added that that he would be staying in Amethi and could meet these protesters at a time and place of their choosing, ìaloneî. Tweaking his poem Koi Deewana Kehta Hai, he said he may have been called a ìjokerî, but only a ìjokerî like him could understand the bechaini (worry) of Amethi. He later recited his poem Tiranga. The local representative of Rahul in Amethi, Chandra Kant Dubey, denied that Congressmen were involved in the protests against Vishwas. ìOur party workers are busy celebrating Vivekanand Jayanti and Priyankaís birthdayÖ None of them were involved in the protests against Vishwas,î PTI quoted him as saying.","Nation calls, join 2nd freedom struggle, Kumar Vishwas tells Amethi | The Indian Express",1/16/14,http://indianexpress.com/article/india/politics/nation-calls-join-2nd-freedom-struggle-kumar-vishwas-tells-amethi/
841,"The IAS,IPS and IFoS officersí associations have rallied behind former Coal Secretary P C Parakh,who has been named by CBI in the coal blocks allocation scam,and said they were agitated over the naming of any honest officer for doing his job. He said CBIís decision to make Parakh an accused in coal blocks case may discourage honest officers from taking decisions. The IAS Officersí Association will hold a meeting on Sunday to discuss the case and decide on ways to avoid ëharassment of honest officersí during service and post retirement. Disapproving of CBIís action against Parakh,IPS Officersí Association suggested a provision of compensation for a retired bureaucrat who is named in a case and later found not guilty by a court or any such competent authority. <U+0093>An FIR is based on prima facie evidence. Then there are searches,seizures and recording of statements,etc. Then only you come to a solid conclusion,î Associationís Secretary Pankaj Kumar Singh said. He said investigating agencies must circumscribe themselves. <U+0093>In case a case is not made out,then the retired public servant must be given damage,<U+0094> Singh told PTI. <U+0093>There may be genuine cases and there may be a wild goose chase. But an honest officer must not be harassed<U+0094>,said Singh who is working as Inspector General in Central Reserve Police Force (CRPF). The Indian Forest Service (IFoS) Officersí Association said it stands by honest bureaucrats. <U+0093>We stand by honest bureaucrats in service or those who have retired. This is something ridiculous (CBIís action),<U+0094> IFoS association President A R Chadha told PTI. I have worked with him (Parakh). He is a man of high integrity,Chadha said. There are about 10,500 officials of the three services,around 4,500 IAS officers 3,300 IPS and 2,700 IFoS,working across the country. CBI has registered a case against Parakh and industrialist Kumar Mangalam Birla on charges of criminal conspiracy and corruption in connection with alleged irregularities in the allocation of two coal blocks in Odisha in 2005. Parakh has dubbed as ìbaselessî the allegations levelled against him by CBI. <U+0093>But,if there is a conspiracy,then there are different members in this conspiracy. There is K M Birla who made the representation,he is one conspirator. I,who examined the case and made a recommendation,I can be another conspirator and the Prime Minister,who as the Coal Minister,took the final decision,is the third conspirator. <U+0093>So,if the CBI thinks there is a conspiracy,why did they choose and select Mr Birla and me and not the PM? If a conspiracy is there,then everyone is part of the conspiracy,<U+0094> he had contended. Former top bureaucrats have also come out in support of Parakh and criticised CBIís action.","Coalgate: IAS,IPS,IFoS bodies rally behind Parakh | The Indian Express",1/16/14,http://indianexpress.com/article/india/crime/coalgate-ias-ips-ifos-bodies-rally-behind-parakh/
842,"Related. The Centre directed all central government departments to take cognisance of corruption complaints containing verifiable allegation on Friday. <U+0093>If a complaint contains verifiable allegations,the administrative ministry or department may take cognisance of such complaint with the approval of the competent authority to be designated by the ministry or department as per their distribution of work,î the Ministry of Personnel said in a missive. In such cases,the complaint will be first sent to the complainant for owning or disowning,as the case may be. If no response is received from the complainant within 15 days of sending the complaint,a reminder will be sent. <U+0093>After waiting for 15 days after sending the reminder,if still nothing is heard,the said complaint may be filed as pseudonymous by the ministry or department,î it said. The Ministry,which acts as nodal department to ensure transparency measures,also issued guidelines on handling of anonymous complaints of corruption by central government departments. No action is required to be taken on anonymous complaints,irrespective of the nature of allegations and such complaints need to be simply filed,the official order said. <U+0093>Complaints containing vague allegations could also be filed without verification of identity of the complainant,<U+0094> it added. The move is part of putting in place a mechanism for handling of corruption complaints under the Public Interest. Disclosure Protection of Informersí Resolution (PIDPI)- 2004 ,a mechanism for handling complaints where identity of the complainant is kept secret and the complainant is provided protection. Both the Central Vigilance Commission (CVC) and central government departments get a huge number of anonymous and pseudonyms corruption complaints,which at most of the times contain vague contents. The PIDPI resolution encourages a whistleblower to expose act of corruption while ensuring his security. All central government ministries have already been directed to designate a nodal officer to look into complaints of corruption received from whistleblowers under PIDPI resolution. Earlier,the CVC was the only designated agency to receive complaints from whistleblowers ó a term given to people who expose corruption in government departments.",Take cognisance of verifiable corruption allegation: Government | The Indian Express,1/16/14,http://indianexpress.com/article/india/crime/take-cognisance-of-verifiable-corruption-allegation-government/
843,"Related. With over 100 pairs of Kolhapuri juttis (footwear) sold in two days, the Yuva Kriti or handicraft mela caught the fancy of Punjabis at the National Youth festival being held at the Punjab Agricultural University campus. Available for men, women and even children the Kolhapuri juttis were sold like hot cakes. Talking to Newsline, a representative at the Kolhapur stall said, ìThese juttis are made from pure leather and since they are very famous we have a fixed rate at Rs 250 for men and women juttis while it is Rs 150 per pair for children.î He added, ìJust like Ludhiana has hosiery industry in every other street, it is juttis that are handmade by the rural people in Kolhapur.î Asked about the response received from visitors, he said, ìIt is awesome. More than 100 pairs have been sold and maximum are being purchased by women.î Key chains replicating juttis were also selling in good numbers. Other attractions included sikki dolls from Bihar at Rs 1,500. Renu Chaudhary who got madhubani paintings and dolls from Bihar said, ìSikki is a special grass which grows in Bihar and these dolls and other items such as baskets, wall hangings etc are made out of it.î Teak wood handicrafts from Keralaís Idduki and metal and glass lanterns from Moradabad were also an attraction. ìPeople are enquiring about the stuff but are not buying much. We have three more days and we are hopeful,î said Arshad Siddiqui from Moradabad. Also the special handmade chappals from Karnatakaís Athani village in Belgam district caught much attention. Bamboo magazine holders and trays from Assam were among the affordable buys.",Kolhapuri juttis take city by storm | The Indian Express,1/16/14,http://indianexpress.com/article/cities/ludhiana/kolhapuri-juttis-take-city-by-storm/
844,"Related. Plagued by abysmally low student strength and steady rate of dropout,133 government-run primary schools are facing the threat of closure in Kendrapara district of Odisha. These schools thrive on paper only with exceedingly poor enrollment which has necessitated shutting down these institutions. The Education department has decied to close down 49 primary schools after the issue of poor enrollment was reviewed at a high level meeting recently. As per the prescribed yardstick,133 schools were found to have a student strength of less than 25. However,it was decided to run 84 schools as these were disadvantageously located,District Project Coordinator of Sarva Sikhya Abhiyana,Nirmal Kumar Das,said. Teachers get ëundeclaredí holiday as students do not turn up. The schools to be closed would be merged with nearby government-run schools in terms of students. The teaching staff would also be accordingly shifted,said an official. Every year there has been consistent decline in roll strength in almost all the schools. As the department claims,1.62 lakh students are enrolled in 1900 government schools. The overall enrollment (1.62 lakh) figure is being believed to be on a higher side. Bogus enrollment has become the order of the day. It has double advantage. With increased roll strength,teachers manage to cling on to their choice posting without being disturbed. Besides the MDM quota and other students friendly schemes are a bonus with bogus studentís quota grabbed by concerned teachers. As children are better taught in nearby schools,parents have stopped sending their wards to these schools,they added. For all practical purpose,the primary education here has lost its sheen. Disillusioned parents repose little faith in the much touted free education,quipped Dr Basudev Das,noted educationist. For obvious reason,the focus is steadily shifting towards private public schools for qualitative education,Das said.",133 primary schools face closure threat in Odisha | The Indian Express,1/16/14,http://indianexpress.com/article/india/education/133-primary-schools-face-closure-threat-in-odisha/
845,"Related. There is still hope for students aspiring to get admission in Delhi University as a number of colleges issued a fourth cut off list today with Commerce and Economics still at offer. The drop in the cut off,however,was not very significant for the elite colleges. The much-sought Hindu College still had admissions open for Commerce,Economics,Sociology,Chemistry and Botany even though there was not much drop in their cut off. Seats for popular course Commerce are still available in over 20 colleges,most of which are off-campus colleges. Hansraj,Gargi,Hindu,Kamala Nehru and Kirori Mal were among the top colleges to still have seats available for the course. In Hansraj,admission can still be taken in Economics at 96.25 per cent,while it is open in Hindu at 96.5,at Sri Venkateswara between 95.75 to 96.25,and at Kamala Nehru between 90.5 and 92.5,among them. English too is available at colleges like Hansraj,Miranda House,Kirori Mal and Ramjas among others. With withdrawals from some courses in different colleges,fresh cut offs in the list have reopened admissions. For students of the SC and OBC categories,admissions would still be open as most of the colleges are yet to fill in the quota. However,colleges like Lady Shri Ram (LSR) have closed admission for most courses. Except History,admission for all courses for the popular girls college was closed in the general category. Science courses were mostly closed with only six colleges open for admission for the Chemistry course. Some colleges are still offering B.Tech in Computer Science in the fourth cut off list. Notification of fifth admission list by the colleges if any will be issued on July 11.","Delhi University issues fourth cut-off list,still hope for students | The Indian Express",1/16/14,http://indianexpress.com/article/india/education/delhi-university-issues-fourth-cutoff-list-still-hope-for-students/
846,"Related. At a time when the UK is mulling hefty visa cash bond raising concerns here,France today announced a slew of India-specific measures easing visa norms for those wanting to pursue higher education,a move that is expected to increase the inflow of Indian students to that country. ìThere is no competition between the UK and us. We have our own visa policy,they (the UK) have their own visa policy,î French Ambassador to India Francois Richier said here. France,he said,is not challenging anybody but has introduced a number of measures to enable Indian students to study in his country. ìIt is about opening our arms and hearts for Indian students by facilitating their stay,not only in their visa area but other things like training,taking care of jobs when they are back in India. It is a package thing,î Richier told PTI. The French envoy said that since France shares a genuine partnership with India,it has chosen to open its frontiers even wider to Indian students. He said that following the visit of French President Francois Hollande in February this year,a number of measures have been taken to facilitate the issuance of visas for Indian students,the creation of a ìFrance-Indiaî network as well as an increased number of scholarships offered by the French Embassy and its corporate partners. In order to facilitate travel to France for all Indian citizens who have studied in France,Richier said that as of July 14,all Indian citizens who have graduated from a French higher education institution subsequently applying for a tourist or business visa for a trip to France,will be given a visa with a long period of validity ñ up to five years if the studies in France were at the Master or PhD levels. Asked if it was a general policy applicable to all foreign students,he said the new visa measures have been taken at the Embassy level and is applicable to only Indian students.",France opens ëarms and heartsí for Indian students | The Indian Express,1/16/14,http://indianexpress.com/article/india/education/france-opens-arms-and-hearts-for-indian-students/
847,"Related. With Delhi University (DU) setting high cut-offs once again,students scrambled for seats on the first day of admissions. Colleges held out hope,saying several courses might see a second list. Ram Lal Anand College,which kept the cut-off for BTech in Computer Science at 95-100 per cent,admitted 86 students for 630 seats. Vijay Sharma,Ram Lal Anand principal,said,<U+0093>According to university rules,the cut-off for students who have not studied science in Class XII should be five per cent higher than those who have. We have followed these rulesÖ The actual cut-off should be seen as 95 per cent.<U+0094> Admitting 120 students against its sanctioned strength of 750 on Day One,Lady Shri Ram College said students could expect a second cut-off list for English,Journalism and Philosophy. <U+0093>Political Science and BTech in Psychological Sciences received good response. There are two more days left to see which courses will have a second cut-off list,<U+0094> Kanika Khandelwal,spokesperson of the college,said. Miranda House filled 20 per cent of its 1,001 seats on the first day. <U+0093>Despite the high cut-offs,we saw good response for English,Sociology,Physics and History,<U+0094> Pratibha Jolly,principal of Miranda House,said. But Computer Science,which will be offered for the first time in the college as an undergraduate course,received lukewarm response. Jolly said the college would come out with a second cut-off list for nearly all courses. At Shri Ram College of Commerce,almost 50 per cent seats in both Commerce and Economics were taken on the first day. <U+0093>We will be bringing out more cut-off lists,<U+0094> SRCC principal P C Jain said. Ramjas College principal Rajendra Prasad said,<U+0093>We have to wait for another day to decide whether we will put out a second list.<U+0094> Shriya Arora,who scored 93.4 per cent in Class XII,is seeking admission at Sri Venkateswara College where the cut-off for Bachelors with Honours in Political Science is 91 per cent. <U+0093>My first preference is North campus,so I will wait for the cut-off to go down,<U+0094> she said.",DU cut-off list: Colleges keep hopes alive with promise of second list | The Indian Express,1/16/14,http://indianexpress.com/article/cities/education/du-cutoff-list-colleges-keep-hopes-alive-with-promise-of-second-list/
848,"A total of 120 Indian School Certificate Examination (ICSE) schools in Punjab,Haryana and Chandigarh have come under the scanner of the Board for alleged non-compliance of various provisions of the Right to Education (RTE) Act,non-submission of annual accounts to their respective governments,non-payment of salaries and not responding to official communications of the Board. The Panjab University Teachers<U+0092> Association (PUTA) has written a letter to the University<U+0092>s Chancellor,the Vice- President of India,regarding the low representation of teachers from the university campus to the Senate and requested him to nominate more university professors. University of Mumbai is trying hard to change its mindset to meet new challenges in the rapidly expanding higher-education sector. The university is reaching out to alumni to get funds for some of its ambitious plans. All seems to be falling in place under Vice-Chancellor Rajan Welukar in the last almost two years. The veteran academician spoke to The Indian Express on a variety of issues,including the controversial removal of a book from the English graduate course under political pressure. Excerpts: A group of 22 students of BA Programme in Lakshmibai College,who have failed to clear one paper in their third-year examination,has accused the institute and Delhi University of not willing to re-check their answerscripts or even listen to their case. The Akhil Bharatiya Vidyarthi Parishad<U+0092>s strike,alleging foulplay in the recent Delhi University Students<U+0092> Union polls where its rival NSUI emerged victorious,didn<U+0092>t affect classes in most colleges on Monday. Protesting students of M Phil,who have been sitting on ëdharnaí for last ten days seeking exemption from admission test for different PhD courses at Aligarh Muslim University,have threatened to intensify their stir from tomorrow. The National Assessment and Accreditation Council has given ìAî grade to Bharathidasan University here after re-accreditation. A NAAC peer team visited the university at the start of this month to validate the self-study report presented by the university last year. Among cheers and slogans from students,presidential candidates for the Jawaharlal Nehru University Students<U+0092> Union elections took to the stage on Wednesday evening to woo voters a last time before the code of conduct comes into force. Alleging that the mushrooming private universities in Himachal had become a cover up for various illegal activities,the state unit of CPI(M) today sought provisions making it mandatory for these varsities to disclose details of their setup on their website.",Education | Section | The Indian Express | Page 5,1/16/14,http://indianexpress.com/section/india/education/page/5/
849,"The Supreme Court has directed the Union and the Delhi governments to ensure that from the next academic year,an MBBS aspirant seeking admission in a medical college on a Nominees of Government of India category seat takes the all-India entrance test to secure it. The Bombay High Court has directed the National Board of Examinations to issue a post graduate degree certificate in Diplomate in National Board to a doctor for General Surgery examination held in June 2011. As the country celebrated Teachers<U+0092> Day on Wednesday,thousands of university and college teachers,principals of government and aided colleges as also students from all over the state demonstrated on the Gujarat University campus demanding filling up of vacant teaching and non-teaching posts. Observing that improving quality of education is vital for building a strong nation,President Pranab Mukherjee today advocated application of new technology in curriculum development for all stages of education. The petitioner,Amit Bhatia,an assistant professor with the Department of Pharmaceutical Sciences in Lovely Faculty of Applied Medical Science claimed that the girl had been illegally allowed byPU to take part in the interview process. Seeking admission under the sports quota,a chess player has moved Delhi High Court after being denied a seat because she couldn<U+0092>t clear a recently-instituted physical fitness test which mandated that she should be able to run a distance of 1 km in 6 minutes or 50 metres in 9 seconds. The judicial panel,set up by the Delhi High Court,has recommended that more than 60 schools have to refund the excess fees charged by them in 2009 without paying salaries to their teaching and non-teaching staff as per the Sixth Pay Commission. Protesting against the delay in filling up of vacant faculty posts and the way <U+0093>academic reforms are being brought about in Delhi University<U+0094>,44 of its teachers were on a day-long hunger strike near the Vice-Chancellor<U+0092>s office on Tuesday.",Education | Section | The Indian Express | Page 6,1/16/14,http://indianexpress.com/section/india/education/page/6/
